,구분,이자보상배율1999,영업이익1999,차입금의존도1999,총자본증가율1999,유동자산증가율1999,매출액증가율1999,순이익증가율1999,영업이익증가율1999,매출액순이익률1999,매출액총이익률1999,자기자본순이익률1999,총자본순이익률1999,매출원가 대 매출액비율1999,매출채권회전률1999,재고자산회전률1999,총자본회전률1999,유형자산회전율1999,부채비율1999,유동비율1999,자기자본배율1999,당좌비율1999,비유동비율1999,순운전자본비율1999,현금비율1999,부채1999,자산1999,매출액1999,부채/현금흐름1999,유동부채1999,유동자산1999,매출/현금흐름1999,차입금평균이자율1999,정상기업여부
10,신라섬유(주),-3.56,-2275750,43.4,-5.6,-4.61,-29.39,0,0,-8.14,4.68,-8.56,-3.85,95.32,9.48,2.58,0.47,0.77,124.67,64.26,1596.57,28.07,152.03,-17.98,2.17,29857265,53805857,26212179,3.15,27074035,17397220,3.59,4.18,0
11,신일전자(주),0.37,3005407,41.63,-15.81,-3.38,16.16,0,0,0.56,15.08,1.28,0.38,84.92,3.52,3.44,0.67,1.84,206.72,94.37,253.49,68.58,135.95,-3.32,11.01,63404981,94077562,69243857,13.51,55489183,52363140,12.37,15.88,1
12,에이치엘비글로벌(주),-3.17,-32026113,34.57,-11.99,-39.51,-7.22,0,0,1.59,-48.78,0.84,0.31,148.78,3.77,7.88,0.2,1.1,88.69,110.3,534.92,99.25,140.45,2.39,3.28,84317804,179383010,37604378,0.77,41577719,45859857,1.72,10.23,0
13,에이프로젠제약(주),0.06,111764,103.21,-1.34,8.87,19.17,0,0,-16.5,38.82,0,-12.78,61.18,1.58,6.7,0.77,3.75,0,96.84,0,82.51,0,-2.22,3.11,26140543,14675023,11440151,-4.9,10275380,9950301,-11.2,8.19,1
14,영화금속(주),0.53,1296574,41.99,-10.11,7.28,14.15,0,0,2.19,13.36,11.58,1.97,86.64,6.1,5.27,0.9,1.62,327.22,65.89,118.2,34.28,253.65,-21.03,2.06,35932580,46913687,44688737,2.91,28925864,19060514,2.34,9.81,1
15,진양산업(주),3.08,1515591,9.15,3.57,-16.33,13.65,32.02,0,4.11,12.83,3.19,1.8,87.17,6.99,2.09,0.44,0.74,65.11,101.54,470.68,48.71,111.3,0.49,4.59,59808328,151661278,65322570,7.54,48681389,49429378,6.9,3.45,1
16,케이비아이동국실업(주),0.03,90115,23.79,-7.84,22.36,58.23,82.02,0,3.45,10.3,2.42,1.37,89.7,8.56,16.77,0.4,0.8,97.53,123.45,475.79,112.56,124.21,7.05,0.18,45322178,91792068,37997032,8.01,27600503,34071966,9.56,14.45,1
17,파미셀(주),-0.77,-2719916,44.24,0,0,0,0,0,-86.4,14.23,-75.21,-25.21,85.77,3.67,6.78,0.29,0.39,198.31,31.23,335.48,24.73,236.61,-45.55,0,43908765,66050537,9636884,0.49,43747242,13661541,2.23,24.1,0
18,퍼스텍(주),-0.27,-1219006,99.18,-5.87,-5.69,6.06,0,0,102.08,7.51,0,64.25,92.49,5.72,2.37,0.63,1.68,0,592.12,-210.24,310.2,0,38.99,30.47,63774286,51510290,33430612,4.06,4081431,24166802,7.74,7.03,0
19,한솔테크닉스(주),0.1,2187621,26.67,10.48,127.54,20.99,0,0,-18.79,7.23,0,-15.44,92.77,2.81,25.6,0.82,2.26,173.23,111.29,42.56,104.02,105.09,6.24,8.24,158869448,250577607,196152711,-12.6,138553188,154198144,-10.2,15.18,1
20,화천기계(주),0.99,1095647,14.72,14.34,29.4,114.58,0,0,1.4,17.83,3.04,1.47,82.17,3.12,9.42,1.05,5.06,118.25,146.95,274.48,119.71,76.18,20.8,6.18,35701766,65894682,64856539,5.44,29189492,42895169,2.99,12.2,1
21,흥구석유(주),-15.83,-3809909,4.59,7.85,2.55,3.67,-0.07,0,0.69,4.01,9.46,1.99,95.99,9.48,167.02,2.86,5.65,354.5,56.62,2056.23,54.45,264.03,-32.11,6,35718234,45793764,126277597,4.55,33895694,19190917,1.29,12.56,0
