,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
24,39,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,445,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
25,44,admin.,married,high.school,unknown,no,no,cellular,aug,fri,262,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
26,33,technician,married,professional.course,no,no,no,cellular,aug,fri,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27,35,technician,single,professional.course,no,yes,no,cellular,aug,mon,120,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,36,technician,married,high.school,no,no,no,cellular,aug,mon,46,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29,34,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,mon,343,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,58,technician,married,professional.course,no,yes,no,telephone,aug,mon,697,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,59,retired,married,basic.4y,no,yes,no,cellular,aug,mon,67,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,38,technician,divorced,high.school,no,yes,no,cellular,aug,mon,171,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,39,admin.,married,university.degree,no,yes,no,cellular,aug,mon,57,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,32,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,326,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,42,technician,married,high.school,no,no,no,cellular,aug,mon,70,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
37,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,367,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,255,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,258,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42,31,management,single,university.degree,no,yes,no,cellular,aug,mon,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,36,management,married,university.degree,no,yes,no,cellular,aug,mon,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,49,technician,married,professional.course,no,no,no,cellular,aug,mon,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
45,39,technician,single,high.school,no,no,no,cellular,aug,mon,177,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,31,management,single,university.degree,no,no,no,cellular,aug,mon,413,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,40,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48,37,technician,married,high.school,unknown,yes,yes,telephone,aug,mon,144,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,38,technician,divorced,high.school,no,no,no,cellular,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,34,technician,married,high.school,no,yes,no,cellular,aug,mon,77,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,43,admin.,married,high.school,no,yes,no,cellular,aug,mon,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,33,technician,married,professional.course,no,yes,yes,cellular,aug,mon,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
56,31,technician,married,professional.course,no,yes,yes,cellular,aug,mon,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,55,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,588,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,32,management,married,university.degree,no,yes,no,cellular,aug,mon,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
59,56,unknown,married,basic.4y,no,yes,no,cellular,aug,mon,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
60,50,admin.,married,high.school,no,no,no,cellular,aug,mon,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
61,33,technician,single,high.school,no,yes,no,cellular,aug,mon,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
62,29,technician,single,professional.course,no,yes,no,cellular,aug,mon,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
63,33,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,303,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
64,47,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
65,37,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
66,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
67,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
68,43,admin.,married,university.degree,no,unknown,unknown,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
69,47,retired,married,basic.9y,unknown,no,yes,cellular,aug,mon,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
70,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,667,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
71,35,admin.,married,university.degree,no,no,no,cellular,aug,mon,347,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
72,55,services,married,high.school,unknown,no,no,cellular,aug,mon,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
73,49,services,married,high.school,no,no,no,cellular,aug,mon,212,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
74,56,admin.,married,university.degree,no,no,no,cellular,aug,mon,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
75,49,services,married,high.school,no,yes,yes,cellular,aug,mon,382,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
76,45,admin.,married,university.degree,no,yes,no,cellular,aug,mon,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
77,32,technician,married,high.school,no,yes,no,cellular,aug,mon,47,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
78,37,housemaid,married,university.degree,unknown,no,yes,cellular,aug,mon,103,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
79,44,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,147,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
80,35,unemployed,single,university.degree,no,no,no,cellular,aug,mon,386,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
81,36,technician,married,professional.course,no,yes,no,cellular,aug,mon,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
82,35,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,121,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
83,44,admin.,married,high.school,no,no,no,cellular,aug,mon,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
84,44,admin.,married,high.school,no,no,no,cellular,aug,mon,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
85,44,technician,married,professional.course,unknown,no,yes,cellular,aug,mon,607,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
86,43,management,divorced,university.degree,no,yes,no,cellular,aug,mon,269,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
87,40,technician,married,professional.course,no,yes,no,cellular,aug,mon,505,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
88,50,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
89,32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
90,32,admin.,married,university.degree,no,no,no,cellular,aug,mon,218,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
91,44,admin.,married,high.school,no,yes,no,cellular,aug,mon,758,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
92,32,admin.,married,university.degree,no,no,no,cellular,aug,mon,270,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
93,45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
94,49,services,married,high.school,no,no,no,cellular,aug,mon,565,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
95,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
96,33,admin.,single,university.degree,no,yes,no,cellular,aug,mon,172,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
97,29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
98,29,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
99,32,technician,married,high.school,no,yes,no,cellular,aug,mon,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
100,41,self-employed,married,professional.course,no,no,no,cellular,aug,mon,69,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
101,41,self-employed,married,professional.course,no,yes,no,cellular,aug,mon,323,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
102,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,123,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
103,45,services,married,high.school,unknown,no,no,cellular,aug,mon,138,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
104,37,admin.,married,university.degree,unknown,yes,yes,cellular,aug,mon,243,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
105,59,retired,married,basic.4y,unknown,yes,no,cellular,aug,mon,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
106,35,technician,single,professional.course,no,no,no,cellular,aug,mon,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
107,45,technician,married,professional.course,no,no,no,cellular,aug,mon,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
108,29,admin.,single,high.school,unknown,yes,no,cellular,aug,mon,102,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
109,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,555,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
110,50,admin.,married,basic.4y,unknown,yes,no,cellular,aug,mon,179,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
111,34,technician,married,professional.course,no,no,no,cellular,aug,mon,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
112,55,services,married,high.school,unknown,no,no,cellular,aug,mon,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
113,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,257,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
114,31,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
115,35,admin.,single,university.degree,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
116,31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
117,32,technician,single,high.school,no,no,no,cellular,aug,mon,111,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
118,52,services,married,high.school,unknown,yes,no,cellular,aug,mon,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
119,39,technician,married,university.degree,no,yes,no,cellular,aug,mon,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
120,36,technician,single,university.degree,no,yes,no,cellular,aug,mon,101,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
121,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
122,46,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
123,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
124,38,technician,divorced,high.school,no,yes,no,cellular,aug,mon,384,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
125,51,technician,married,professional.course,unknown,yes,yes,cellular,aug,mon,273,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
126,31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
127,39,technician,single,professional.course,no,no,no,cellular,aug,mon,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
128,56,retired,married,basic.4y,no,no,no,cellular,aug,mon,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
129,45,admin.,married,university.degree,no,no,no,cellular,aug,mon,237,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
130,54,retired,married,basic.4y,no,no,no,cellular,aug,mon,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
131,57,technician,single,high.school,no,yes,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
132,37,admin.,married,university.degree,no,no,yes,cellular,aug,mon,170,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
133,32,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
134,33,technician,married,professional.course,no,yes,no,cellular,aug,mon,169,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
135,47,admin.,married,university.degree,no,no,no,cellular,aug,mon,97,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
136,38,technician,divorced,high.school,no,no,no,cellular,aug,mon,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
137,33,technician,married,high.school,no,yes,no,cellular,aug,mon,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
138,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
139,36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
140,36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,149,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
141,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,246,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
142,39,admin.,single,university.degree,unknown,no,yes,cellular,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
143,58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
144,47,technician,single,high.school,no,no,no,cellular,aug,mon,160,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
145,30,admin.,single,university.degree,no,no,no,cellular,aug,mon,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
146,33,admin.,married,university.degree,no,no,no,cellular,aug,mon,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
147,30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
148,30,admin.,single,university.degree,no,no,no,cellular,aug,mon,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
149,30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,309,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
150,44,management,married,university.degree,no,yes,no,cellular,aug,mon,250,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
151,30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,545,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
152,39,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,316,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
153,39,management,married,university.degree,no,no,no,cellular,aug,mon,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
154,59,retired,married,basic.9y,no,yes,no,cellular,aug,mon,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
155,34,technician,single,professional.course,no,yes,no,cellular,aug,mon,72,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
156,50,technician,married,university.degree,no,yes,no,cellular,aug,mon,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
157,33,technician,married,professional.course,no,yes,yes,cellular,aug,mon,61,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
158,58,technician,married,professional.course,no,unknown,unknown,cellular,aug,mon,52,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
159,29,technician,married,university.degree,no,yes,no,cellular,aug,mon,242,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
160,31,technician,single,professional.course,no,yes,no,cellular,aug,mon,194,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
161,33,technician,single,high.school,no,yes,no,cellular,aug,mon,111,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
162,32,technician,single,university.degree,no,yes,no,cellular,aug,mon,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
163,34,technician,married,professional.course,no,no,no,cellular,aug,mon,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
164,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,317,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
165,35,technician,married,professional.course,no,yes,no,cellular,aug,mon,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
166,35,technician,married,professional.course,no,yes,yes,cellular,aug,mon,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
167,37,technician,single,professional.course,no,yes,no,cellular,aug,mon,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
168,37,technician,single,professional.course,no,yes,yes,cellular,aug,mon,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
169,37,technician,single,professional.course,no,yes,yes,cellular,aug,mon,331,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
170,36,technician,single,professional.course,no,yes,no,cellular,aug,mon,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
171,38,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1070,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
172,36,technician,single,professional.course,no,no,no,cellular,aug,mon,209,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
173,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,610,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
174,34,technician,married,professional.course,unknown,no,no,cellular,aug,mon,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
175,29,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,140,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
176,50,management,married,university.degree,unknown,no,no,cellular,aug,mon,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
177,37,technician,single,professional.course,unknown,yes,no,cellular,aug,mon,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
178,50,management,married,university.degree,unknown,yes,no,cellular,aug,mon,699,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
179,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,591,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
180,36,technician,married,high.school,no,no,no,cellular,aug,mon,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
181,39,technician,married,high.school,no,no,no,cellular,aug,mon,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
182,30,management,married,high.school,no,no,no,cellular,aug,mon,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
183,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
184,33,technician,single,high.school,no,yes,yes,cellular,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
185,44,management,married,university.degree,no,yes,no,cellular,aug,mon,389,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
186,35,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,176,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
187,52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,917,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
188,37,technician,married,professional.course,no,no,no,cellular,aug,mon,275,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
189,52,services,married,high.school,unknown,no,no,cellular,aug,mon,36,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
190,41,self-employed,married,university.degree,no,no,no,cellular,aug,mon,247,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
191,29,admin.,married,university.degree,no,no,no,cellular,aug,mon,63,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
192,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
193,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
194,50,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,272,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
195,31,management,single,university.degree,no,no,no,cellular,aug,mon,1099,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
196,32,technician,married,university.degree,no,no,yes,cellular,aug,mon,331,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
